Team,Competition,Name,DoB,Age,Nationality,MOP
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RIO SAPUTRO,12/7/95,30,Indonesia,447
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD RIZKY DARMAWAN,2/5/94,32,Indonesia,1620
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,OCVIAN CHANIGIO,10/16/99,26,Indonesia,352
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,OTAVIO DUTRA,11/22/83,42,Indonesia,1781
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,RAFAEL DE SA RODRIGUES,3/23/92,34,Brasil,777
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,RAKA OCTA BERNANDA,10/1/04,21,Indonesia,144
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,SAFNA MAULA DELPI,4/26/02,24,Indonesia,940
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,TEGAR INFANTRIE SUKAMTO,5/8/99,27,Indonesia,539
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,THAUFAN HIDAYAT,11/23/93,32,Indonesia,581
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,WAWAN PEBRIANTO,2/23/94,32,Indonesia,781
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,AZYAH NUR FAIZIN MADILESA,11/25/05,20,Indonesia,965
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,HABIL ABDILLAH YA’FI PRASASTI AKBAR,5/25/06,20,Indonesia,639
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,KRISNA SULISTIA BUDIANTO,5/31/06,20,Indonesia,843
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD DANI IBROHIM,7/13/06,19,Indonesia,1738
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,RANGGA SUMARNA,7/10/06,19,Indonesia,113
PSIS SEMARANG,PEGADAIAN CHAMPIONSHIP 2025-26,REIVA APRILIANSYAH,4/10/06,20,Indonesia,197
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD GUNANDI PRADANA,1/1/00,26,Indonesia,125
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD WADIL ARYADI ABIDIN,7/9/03,22,Indonesia,244
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ANTONI PUTRO NUGROHO,2/25/94,32,Indonesia,1309
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ARIF SETIAWAN,9/4/96,29,Indonesia,1602
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,BHUDIAR MUHAMMAD RIZA,5/23/95,31,Indonesia,1043
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,CLAYTON DA SIL VEIRA DA SILVA,10/23/95,30,Brasil,680
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ERWIN GUTAWA,7/6/92,33,Indonesia,1327
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,FAKHRURRAZI,9/29/89,36,Indonesia,225
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,FELIPE CADENAZZI,10/12/91,34,Argentina,1543
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ICHLASUL QADRI,3/29/00,26,Indonesia,1082
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,JEUNG HO KIM,5/31/95,31,Korea Republic,2191
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,M. RIFAI HI. MARSI,8/6/00,25,Indonesia,171
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOCHAMAD JODY KURNIADY,8/14/00,25,Indonesia,554
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ADLIN CAHYA PRASTYA,5/6/04,22,Indonesia,1447
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FARHAN RAHMAN,3/3/02,24,Indonesia,1920
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,NAZAR NURZAIDIN,5/24/95,31,Indonesia,1431
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,REKY RAHAYU,5/8/93,33,Indonesia,2074
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,RIFAL LASTORI,6/9/97,28,Indonesia,1369
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,RIKI TOGUBU,8/1/97,28,Indonesia,579
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,RISMAN ARIYANTO MARING,6/15/98,27,Indonesia,1983
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,RUDI YANA,5/4/92,34,Indonesia,558
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,SADDAM HI TENANG,2/2/94,32,Indonesia,711
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,SYARIF WIJIANTO,8/15/94,31,Indonesia,632
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ZIKRI FERDIANSYAH,12/20/03,22,Indonesia,748
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL ZAKI ALIM,7/28/06,19,Indonesia,243
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,ADITYA RAMADHAN,10/20/05,20,Indonesia,0
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,DANI SAPUTRA,9/1/06,19,Indonesia,893
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,HUSAIN ANSHORI,11/26/07,18,Indonesia,0
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD FAZRI,7/18/07,18,Indonesia,0
PSMS MEDAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ZAKI ALI,3/4/06,20,Indonesia,23
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD RIYADI,1/18/05,21,Indonesia,1635
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ADITYA ARYA NUGRAHA,4/2/04,22,Indonesia,70
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ALFIN ISMAIL TUASALAMONY,11/13/92,33,Indonesia,2160
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ANTONIO AUGUSTO GAMARONI DE CARVALHO,2/21/00,26,Brasil,943
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ASIR,4/7/03,23,Indonesia,2099
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,BRANDON MARSEL SCHEUNEMANN,3/9/05,21,Indonesia,135
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,DENDI AGUSTIAN MAULANA,8/19/95,30,Indonesia,402
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,DOUGLAS NONATO OLIVEIRA CRUZ,9/4/98,27,Brasil,1004
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,Erlangga Setyo Dwi Saputra,4/16/03,23,Indonesia,643
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,FRANCIS YAGHR,3/9/01,25,Ghana,500
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,HARI NUR YULIANTO,7/31/89,36,Indonesia,743
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,HENDIKA PRATAMA,4/17/07,19,Indonesia,0
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ILHAM FATHONI,12/31/97,28,Indonesia,763
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,ILHAM SYAFRI NOER,5/25/00,26,Indonesia,892
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,MISBAKUS SHOLIKIN,9/1/92,33,Indonesia,844
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMAD DARMAWAN,3/16/02,24,Indonesia,1717
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Reza Kusuma,2/7/00,26,Indonesia,1092
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,NATANAEL SIRINGO RINGO,9/18/99,26,Indonesia,597
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,Nugroho Santoso,9/19/03,22,Indonesia,974
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,PRAMUDYA DWI TRENADY,12/14/04,21,Indonesia,115
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,RENDY JULIANSYAH,7/27/02,23,Indonesia,415
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,REYHAN FIRDAUS,6/15/04,21,Indonesia,488
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,VIERI DONNY ARIYANTO,11/19/00,25,Indonesia,1333
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,YUDHI ADYTIA PRATAMA,7/9/95,30,Indonesia,712
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,Davian Rayana Digtaradani,5/29/08,18,Indonesia,0
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,M. RAFLY I. SELANG,4/8/05,21,Indonesia,1446
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ZIDAN KHAIRULLAH RAHMADHANY,12/29/05,20,Indonesia,1380
PSPS PEKANBARU,PEGADAIAN CHAMPIONSHIP 2025-26,Radittia Agustin,8/16/05,20,Indonesia,144
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,AHMAD NURI FASYA,1/23/99,27,Indonesia,45
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,ARDA ALFAREZA,7/28/01,24,Indonesia,1025
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,CLOUDIO FAIERA MUTZI,5/28/03,23,Indonesia,43
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,DOMINIKUS DION OKTAWIAN WIBOWO,10/14/04,21,Indonesia,2237
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,EGA RIZKY PRAMANA,8/23/92,33,Indonesia,1560
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FACHRUDDIN WAHYUDI ARYANTO,2/19/89,37,Indonesia,1241
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FADEL AHMAD ARRAFI,6/24/06,19,Indonesia,0
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FIGO DENNIS SAPUTRANANTO,4/28/06,20,Indonesia,710
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FREDERIC INJAI,11/9/95,30,France,1837
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,Gustavo Henrique Barbosa Freire,1/11/96,30,Brasil,2359
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,ICHSAN PRATAMA,10/9/93,32,Indonesia,827
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,IMAN FATHUROHMAN,5/31/94,32,Indonesia,283
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,IRVAN,2/5/95,31,Indonesia,266
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,JAJANG MULYANA,10/23/88,37,Indonesia,473
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,JEHAN PAHLEVI,3/18/06,20,Indonesia,138
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,KEVIN GOMES DE OLIVEIRA,6/24/98,27,Indonesia,2185
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,KIM JEFFREY KURNIAWAN,3/23/90,36,Indonesia,828
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,LUCAS GAMA MOREIRA,7/10/93,32,Brasil,1068
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,M FAHRI,8/17/00,25,Indonesia,977
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,M. JUNIOR HAQI,3/23/01,25,Indonesia,478
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD KANU HELMIAWAN,4/27/01,25,Indonesia,462
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FARIZ,9/2/04,21,Indonesia,396
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD SALMAN ALFARID,4/16/02,24,Indonesia,736
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD TAHIR,1/4/94,32,Indonesia,870
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,REZIN DIOP WAMU,6/20/02,23,Indonesia,0
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,RIKO SIMANJUNTAK,1/26/92,34,Indonesia,2308
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,SAFA’AT ARIF ALAN ROMADHONA,11/18/02,23,Indonesia,13
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,TERENS OWANG PRISKA PUHIRI,10/13/96,29,Indonesia,1489
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,ACHMAD ZIDAN AR ROSYID,10/22/06,19,Indonesia,0
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FADHILAH TEGAR NUR AZIZ,3/11/05,21,Indonesia,620
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,FERREL ARDA SANTOSO,3/30/05,21,Indonesia,45
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMMAD SAIFUL DJOGE,3/24/06,20,Indonesia,1481
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,RELOSA RIVAN SATRIA HUTAMA,12/5/05,20,Indonesia,63
PSS SLEMAN,PEGADAIAN CHAMPIONSHIP 2025-26,YUNIAR ANIF BUDI SAPUTRA,1/29/06,20,Indonesia,0
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,Agni Fathurahman,10/7/04,21,Indonesia,245
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,AIDIL USMAN DIARA,1/31/98,28,Indonesia,508
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ALFIANSYAH,10/29/03,22,Indonesia,0
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ANANDA DHEA BAGUS SAPUTRA,3/24/01,25,Indonesia,410
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ANGGA SUKMANTORO,7/1/00,25,Indonesia,166
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,DERRY HERLANGGA,7/12/95,30,Indonesia,731
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,FIWI DWIPAN,12/14/95,30,Indonesia,1276
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,GARDHIKA ARYA PUTRA,8/8/00,25,Indonesia,720
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,HUSNUZHON,1/21/97,29,Indonesia,408
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,JOKO SUSILO,1/10/96,30,Indonesia,1395
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,KING ERICK CANTONA,12/23/04,21,Indonesia,195
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,M BAYAN ADAM AR,9/19/01,24,Indonesia,0
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,M REVAN JONI NURIANTO,6/14/02,23,Indonesia,213
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MOHAMAD FADIL REDIAN,12/14/95,30,Indonesia,156
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD HARY FATWA NASUTION,2/16/00,26,Indonesia,6
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,NUGROHO FATCHUR ROCHMAN,9/8/96,29,Indonesia,662
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,OSCAR NOVANGGA,11/15/04,21,Indonesia,679
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,PRIEST-TYSON ZACHARY TOBIAS,9/9/99,26,Britania Raya,1273
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RANGGA PRATAMA,4/18/96,30,Indonesia,812
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,REYNALDY JUNIOR ALFIANSYAH,6/27/94,31,Indonesia,107
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RISKY MUHAMMAD SUDIRMAN,2/2/02,24,Indonesia,454
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKY ABDIANSYAH,1/27/96,30,Indonesia,1243
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKY DWI NUGRAHA ASYARI,3/31/03,23,Indonesia,720
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,SAYFULLAH KADER,7/11/03,22,Indonesia,443
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,SEHABUDIN AHMAD,10/8/93,32,Indonesia,454
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,TEGAR ANDRIE SHEVANTON,3/20/04,22,Indonesia,71
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,AARON YEKTI,6/17/05,20,Indonesia,774
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,ABDUL RAHMAN FAQIH TAHAPARY,1/30/05,21,Indonesia,45
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,FEBRIAN FIRLANA PUTRA,2/20/07,19,Indonesia,0
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,M ZARHAN FAHREZI,10/2/06,19,Indonesia,377
SRIWIJAYA FC,PEGADAIAN CHAMPIONSHIP 2025-26,MUKHTI ARYA MUSLIM,6/9/05,20,Indonesia,981
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,AGIM FARIANSYAH,11/3/98,27,Indonesia,977
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,BAYU GATRA SANGGI AWAN,11/12/91,34,Indonesia,496
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,DICKI AGUNG SETIAWAN,12/16/98,27,Indonesia,1305
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,DIDIK WAHYU WIJAYANCE,2/13/94,32,Indonesia,904
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,DIEGO PIRES DALL’OCA,9/13/95,30,Brasil,2072
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,FEBY RAMZY WIRAWAN,2/4/02,24,Indonesia,24
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,FERNANDO BARBOSA PEREIRA,12/4/92,33,Brasil,1953
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,HAFIT IBRAHIM,5/12/93,33,Indonesia,1698
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,ICHSAN KURNIAWAN,12/24/95,30,Indonesia,532
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,IRWANTO BAJO,1/25/99,27,Indonesia,1210
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,JACINTO JUNIOR CONCEICAO CABRAL,3/10/92,34,Brasil,2338
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,JALESH PUTRA GAGARIN,5/7/03,23,Indonesia,187
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,KAHAR,5/5/99,27,Indonesia,821
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,KURNIAWAN,3/29/91,35,Indonesia,1445
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,MUCHLISHIN AZIS HUTAGALUNG,1/12/96,30,Indonesia,1447
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD FATCHU ROCHMAN,6/28/95,30,Indonesia,864
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD KEMALUDDIN,4/28/99,27,Indonesia,489
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,OCTOVIANUS OTTO KAPISA,12/15/96,29,Indonesia,1033
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,PANGGIH TRIATMOJO,3/7/00,26,Indonesia,540
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,RACHMAD HIDAYAT,3/10/91,35,Indonesia,1117
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,RAMADHAN,2/8/97,29,Indonesia,942
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,RIZKY MAULANA PUTRA,9/9/96,29,Indonesia,495
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,SYAFRINALDI,3/31/04,22,Indonesia,8
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,Tomi Darmawan,3/16/01,25,Indonesia,1173
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,YUJUN LEE,9/26/89,36,Indonesia,583
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,ZAKARIA,5/5/97,29,Indonesia,5
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,Mohamad Syahril Afrizal,6/30/05,20,Indonesia,1226
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,MUHAMMAD ICKBAL MAULANA,4/18/05,21,Indonesia,104
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,Muhammad Iqbal Nugraha,7/13/06,19,Indonesia,0
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,MULYADI RANI,4/26/06,20,Indonesia,0
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,NATHAN FARIEL KUSUMA,10/10/05,20,Indonesia,1217
SUMSEL UNITED,PEGADAIAN CHAMPIONSHIP 2025-26,Rifki Sinung Prasetyo,9/5/05,20,Indonesia,0
